Loan Number,Country,Interest Rate,Currency of Commitment,Project ID,Original Principal Amount,Cancelled Amount,Disbursed Amount,Repaid to IBRD,Sold 3rd Party,First Repayment Date,Last Repayment Date
IBRD01520,Uruguay,5,USD,P008111,"$25,500,000.00 ","$36,883.97 ","$25,463,116.03 ","$25,463,116.03 ",$0.00 ,10/15/1961,10/15/1981
IBRD01530,Chile,5,USD,P006581,"$15,000,000.00 ",$0.00 ,"$15,000,000.00 ","$14,418,013.25 ","$581,986.75 ",10/15/1960,10/15/1976
IBRD01540,Nicaragua,4.75,USD,P007743,"$1,600,000.00 ",$0.00 ,"$1,600,000.00 ","$1,499,000.00 ","$101,000.00 ",10/01/1959,04/01/1971
IBRD01550,Australia,4.75,USD,P037347,"$9,230,000.00 ",$0.00 ,"$9,230,000.00 ",$0.00 ,"$9,230,000.00 ",06/01/1964,12/01/1966
IBRD01560,Australia,4.75,USD,P037346,"$50,000,000.00 ",$0.00 ,"$50,000,000.00 ","$13,266,000.00 ","$36,734,000.00 ",07/15/1959,01/15/1972
IBRD01570,Japan,5,USD,P037426,"$20,000,000.00 ",$0.00 ,"$20,000,000.00 ","$10,329,008.75 ","$9,670,991.25 ",05/15/1960,11/15/1971
IBRD01580,Japan,5,USD,P036382,"$4,300,000.00 ","$182,076.34 ","$4,117,923.66 ","$3,104,923.66 ","$1,013,000.00 ",11/01/1959,11/01/1971
IBRD01590,India,5,USD,P009594,"$20,000,000.00 ","$54,723.14 ","$19,945,276.86 ","$18,063,276.86 ","$1,882,000.00 ",04/15/1960,10/15/1967
IBRD01600,"Iran, Islamic Republic of",5,USD,P005175,"$75,000,000.00 ",$0.00 ,"$75,000,000.00 ","$70,000,000.00 ","$5,000,000.00 ",09/15/1959,09/15/1962
IBRD01610,India,5.5,USD,P009596,"$5,600,000.00 ",$0.00 ,"$5,600,000.00 ","$5,600,000.00 ",$0.00 ,10/01/1963,04/01/1965
IBRD01620,Peru,5.5,USD,P007936,"$5,000,000.00 ",$0.00 ,"$5,000,000.00 ","$3,507,000.00 ","$1,493,000.00 ",08/01/1959,02/01/1965
IBRD01630,Netherlands,5.63,USD,P037459,"$15,000,000.00 ",$0.00 ,"$15,000,000.00 ",$0.00 ,"$15,000,000.00 ",11/15/1959,05/15/1962
IBRD01640,India,5.63,USD,P009595,"$9,800,000.00 ","$142,400.82 ","$9,657,599.18 ","$8,847,599.18 ","$810,000.00 ",04/15/1960,04/15/1975
IBRD01650,Burundi,5.63,USD,P000165,"$4,800,000.00 ",$0.00 ,"$4,800,000.00 ","$1,832,000.00 ","$2,968,000.00 ",01/15/1961,07/15/1977
IBRD01660,Ethiopia,5.63,USD,P000660,"$15,000,000.00 ",$0.00 ,"$15,000,000.00 ","$11,267,164.53 ","$3,732,835.47 ",09/01/1961,09/01/1977
IBRD01670,India,5.63,USD,P009600,"$24,000,000.00 ",$0.00 ,"$24,000,000.00 ","$24,000,000.00 ",$0.00 ,07/01/1961,01/01/1981
IBRD01680,India,5.63,USD,P009601,"$19,110,000.00 ",$0.00 ,"$19,110,000.00 ","$19,110,000.00 ",$0.00 ,07/01/1961,01/01/1981
IBRD01690,India,5.63,USD,P009602,"$11,200,000.00 ",$0.00 ,"$11,200,000.00 ","$11,200,000.00 ",$0.00 ,07/01/1961,01/01/1981
IBRD01700,India,5.63,USD,P009603,"$35,700,000.00 ",$0.00 ,"$35,700,000.00 ","$29,538,000.00 ","$6,162,000.00 ",07/01/1961,01/01/1981
IBRD01710,Chile,5.75,USD,P006582,"$12,200,000.00 ","$135,361.66 ","$12,064,638.34 ","$11,781,494.14 ","$283,144.20 ",04/15/1963,10/15/1975
IBRD01720,Chile,5.75,USD,P006583,"$9,600,000.00 ",$0.00 ,"$9,600,000.00 ","$9,500,000.00 ","$100,000.00 ",10/15/1962,10/15/1975
IBRD01730,Japan,5.75,USD,P037427,"$7,000,000.00 ","$2,127,571.21 ","$4,872,428.79 ","$2,602,428.79 ","$2,270,000.00 ",11/01/1961,05/01/1977
IBRD01740,Belgium,5.75,USD,P037361,"$10,000,000.00 ",$0.00 ,"$10,000,000.00 ","$310,000.00 ","$9,690,000.00 ",03/01/1963,09/01/1972
IBRD01750,Thailand,5.75,USD,P004655,"$66,000,000.00 ","$211,505.62 ","$65,788,494.38 ","$60,354,507.92 ","$5,433,986.46 ",10/15/1963,10/15/1982
IBRD01760,Ecuador,5.75,USD,P007034,"$14,500,000.00 ",$0.00 ,"$14,500,000.00 ","$13,339,164.56 ","$1,160,835.44 ",03/15/1962,09/15/1977
IBRD01770,Ecuador,5.75,USD,P007033,"$5,000,000.00 ",$0.00 ,"$5,000,000.00 ","$5,000,000.00 ",$0.00 ,02/01/1962,08/01/1977
IBRD01780,South Africa,5.75,USD,P037477,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$4,489,000.00 ","$20,511,000.00 ",04/01/1960,10/01/1967
IBRD01790,Austria,5.75,USD,P037354,"$3,571,428.57 ",$0.00 ,"$3,571,428.57 ","$1,346,285.71 ","$2,225,142.86 ",05/01/1960,11/01/1979
IBRD01800,Pakistan,6,USD,P010009,"$31,000,000.00 ","$32,112.85 ","$30,967,887.15 ","$27,724,889.87 ","$3,242,997.28 ",05/15/1961,05/15/1973
IBRD01810,Ecuador,6,USD,P007035,"$600,000.00 ","$600,000.00 ",$0.00 ,$0.00 ,$0.00 ,05/01/1959,05/01/1959
IBRD01820,India,6,USD,P009597,"$32,500,000.00 ",$0.00 ,"$32,500,000.00 ","$16,625,000.00 ","$15,875,000.00 ",10/01/1960,04/01/1971
IBRD01830,Philippines,6,USD,P004407,"$21,000,000.00 ","$2,611,541.42 ","$18,388,458.58 ","$14,096,930.63 ","$4,291,527.95 ",12/01/1960,06/01/1982
IBRD01841,"Congo, Democratic Republic of",6,USD,P003007,"$32,655,504.38 ",$0.00 ,"$32,655,504.38 ","$8,965,504.38 ","$23,690,000.00 ",02/15/1961,02/15/1976
IBRD01842,"Congo, Democratic Republic of",6,USD,P003007,"$7,344,495.62 ",$0.00 ,"$7,344,495.62 ","$6,744,495.62 ","$600,000.00 ",02/15/1968,02/15/1975
IBRD01850,Pakistan,5.75,USD,P010010,"$4,200,000.00 ","$114,622.99 ","$4,085,377.01 ","$4,085,377.01 ",$0.00 ,03/01/1962,09/01/1972
IBRD01860,Mexico,5.63,USD,P007503,"$11,000,000.00 ",$0.00 ,"$11,000,000.00 ","$7,169,000.00 ","$3,831,000.00 ",09/15/1959,03/15/1977
IBRD01870,Brazil,5.63,USD,P006224,"$13,400,000.00 ","$36,386.87 ","$13,363,613.13 ","$13,363,613.13 ",$0.00 ,03/15/1962,03/15/1978
IBRD01880,Japan,5.63,USD,P037428,"$8,000,000.00 ",$0.00 ,"$8,000,000.00 ","$3,669,000.00 ","$4,331,000.00 ",05/15/1960,11/15/1971
IBRD01890,Italy,5.5,USD,P037417,"$75,000,000.00 ",$0.00 ,"$75,000,000.00 ","$10,598,005.36 ","$64,401,994.64 ",02/15/1961,02/15/1978
IBRD01900,Peru,5.5,USD,P007937,"$15,000,000.00 ","$15,000,000.00 ",$0.00 ,$0.00 ,$0.00 ,02/15/1962,02/15/1962
IBRD01910,Pakistan,5.5,USD,P010011,"$14,000,000.00 ","$4,054.50 ","$13,995,945.50 ","$13,497,945.50 ","$498,000.00 ",03/01/1963,03/01/1978
IBRD01920,Austria,5.5,USD,P037353,"$10,765,000.00 ","$1,476,346.00 ","$9,288,654.00 ","$3,789,020.00 ","$5,499,634.00 ",10/01/1959,10/01/1975
IBRD01930,Nigeria,5.38,USD,P002003,"$28,000,000.00 ",$0.00 ,"$28,000,000.00 ","$19,442,144.18 ","$8,557,855.82 ",10/01/1962,04/01/1978
IBRD01940,Mexico,5.38,USD,P007504,"$34,000,000.00 ",$0.00 ,"$34,000,000.00 ","$31,529,000.28 ","$2,470,999.72 ",08/01/1962,08/01/1983
IBRD01950,Honduras,5.38,USD,P007332,"$5,500,000.00 ",$0.00 ,"$5,500,000.00 ","$5,151,000.00 ","$349,000.00 ",03/01/1961,03/01/1978
IBRD01960,Japan,5.38,USD,P037429,"$37,000,000.00 ",$0.00 ,"$37,000,000.00 ","$27,050,000.00 ","$9,950,000.00 ",11/15/1962,05/15/1983
IBRD01971,Zambia,5.38,USD,P003151,"$9,500,000.00 ",$0.00 ,"$9,500,000.00 ","$6,502,581.99 ","$2,997,418.01 ",11/01/1961,05/01/1976
IBRD01972,Zimbabwe,5.38,USD,P003265,"$9,500,000.00 ",$0.00 ,"$9,500,000.00 ","$6,502,582.00 ","$2,997,418.00 ",11/01/1961,05/01/1976
IBRD01980,India,5.5,USD,P009598,"$29,000,000.00 ",$0.00 ,"$29,000,000.00 ","$27,837,000.00 ","$1,163,000.00 ",04/15/1963,04/15/1978
IBRD01990,India,5.5,USD,P009599,"$14,000,000.00 ","$3,534,151.40 ","$10,465,848.60 ","$9,673,848.60 ","$792,000.00 ",04/01/1963,04/01/1978
IBRD02000,Japan,5.38,USD,P037430,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$18,274,000.00 ","$6,726,000.00 ",08/01/1961,02/01/1983
IBRD02010,Japan,5.38,USD,P037431,"$33,000,000.00 ",$0.00 ,"$33,000,000.00 ","$13,370,504.56 ","$19,629,495.44 ",08/01/1961,08/01/1973
IBRD02020,Sudan,5.38,USD,P002551,"$39,000,000.00 ",$0.00 ,"$39,000,000.00 ","$34,580,000.00 ","$4,420,000.00 ",12/01/1961,06/01/1978
IBRD02030,India,5.38,USD,P009605,"$25,000,000.00 ","$3,000,000.00 ","$22,000,000.00 ","$20,097,328.70 ","$1,902,671.30 ",08/01/1961,02/01/1981
IBRD02040,Japan,5.38,USD,P037432,"$10,000,000.00 ",$0.00 ,"$10,000,000.00 ","$4,354,190.48 ","$5,645,809.52 ",08/01/1960,08/01/1973
IBRD02050,Japan,5.75,USD,P037434,"$29,000,000.00 ",$0.00 ,"$29,000,000.00 ","$20,972,687.67 ","$8,027,312.33 ",05/15/1962,11/15/1983
IBRD02060,Japan,5.75,USD,P037433,"$22,000,000.00 ","$122,932.39 ","$21,877,067.61 ","$8,261,696.63 ","$13,615,370.98 ",11/01/1960,11/01/1973
IBRD02070,India,5.75,USD,P009606,"$85,000,000.00 ",$0.00 ,"$85,000,000.00 ","$67,183,421.94 ","$17,816,578.06 ",01/15/1963,01/15/1981
IBRD02080,Peru,5.75,USD,P007938,"$6,575,000.00 ",$0.00 ,"$6,575,000.00 ","$5,071,353.63 ","$1,503,646.37 ",03/01/1963,09/01/1978
IBRD02090,Sri Lanka,5.38,USD,P010012,"$7,400,000.00 ","$93,516.45 ","$7,306,483.55 ","$6,224,535.18 ","$1,081,948.37 ",11/01/1961,05/01/1978
IBRD02100,Malaysia,5.75,USD,P004214,"$35,600,000.00 ","$7,000,000.00 ","$28,600,000.00 ","$25,438,997.85 ","$3,161,002.15 ",01/15/1964,07/15/1983
IBRD02110,Brazil,5.75,USD,P006225,"$73,000,000.00 ",$7.62 ,"$72,999,992.38 ","$70,400,172.99 ","$2,599,819.39 ",04/01/1964,10/01/1983
IBRD02120,Ecuador,5.75,USD,P007036,"$13,000,000.00 ",$0.00 ,"$13,000,000.00 ","$12,750,011.15 ","$249,988.85 ",02/01/1963,08/01/1983
IBRD02130,Austria,5.75,USD,P037355,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$13,853,330.43 ","$11,146,669.57 ",03/15/1964,09/15/1983
IBRD02140,South Africa,5.75,USD,P037478,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$18,338,790.05 ","$6,661,209.95 ",06/01/1961,12/01/1968
IBRD02150,Colombia,5.75,USD,P006693,"$2,800,000.00 ",$0.00 ,"$2,800,000.00 ","$2,520,000.00 ","$280,000.00 ",03/15/1961,03/15/1979
IBRD02160,El Salvador,5.75,USD,P007140,"$5,000,000.00 ","$39,878.74 ","$4,960,121.26 ","$3,530,117.57 ","$1,430,003.69 ",04/15/1963,04/15/1974
IBRD02170,Colombia,5.75,USD,P006694,"$4,600,000.00 ",$0.00 ,"$4,600,000.00 ","$4,600,000.00 ",$0.00 ,11/15/1962,05/15/1979
IBRD02180,Denmark,5.75,USD,P037363,"$20,000,000.00 ",$0.00 ,"$20,000,000.00 ","$10,941,326.80 ","$9,058,673.20 ",08/01/1962,08/01/1978
IBRD02190,Costa Rica,5.75,USD,P006896,"$3,500,000.00 ",$0.00 ,"$3,500,000.00 ","$1,965,000.00 ","$1,535,000.00 ",10/01/1960,10/01/1965
IBRD02200,Japan,5.75,USD,P037435,"$10,000,000.00 ",$0.00 ,"$10,000,000.00 ","$9,000,000.00 ","$1,000,000.00 ",03/15/1974,09/15/1983
IBRD02210,El Salvador,5.75,USD,P007139,"$3,000,000.00 ","$297,290.80 ","$2,702,709.20 ","$2,662,709.20 ","$40,000.00 ",01/15/1962,01/15/1984
IBRD02220,Finland,5.75,USD,P037371,"$37,000,000.00 ",$0.00 ,"$37,000,000.00 ","$16,701,627.51 ","$20,298,372.49 ",08/15/1962,08/15/1974
IBRD02230,India,5.75,USD,P009604,"$25,000,000.00 ","$6,300,000.00 ","$18,700,000.00 ","$17,399,000.00 ","$1,301,000.00 ",05/01/1965,05/01/1984
IBRD02240,Italy,5.75,USD,P037418,"$20,000,000.00 ",$0.00 ,"$20,000,000.00 ","$6,359,967.68 ","$13,640,032.32 ",07/01/1963,01/01/1979
IBRD02250,Colombia,6,USD,P006695,"$12,000,000.00 ",$0.00 ,"$12,000,000.00 ","$11,800,021.92 ","$199,978.08 ",02/15/1963,08/15/1984
IBRD02260,Honduras,6,USD,P007333,"$1,450,000.00 ","$32,387.25 ","$1,417,612.75 ","$1,294,612.75 ","$123,000.00 ",09/01/1962,09/01/1974
IBRD02270,"Iran, Islamic Republic of",6,USD,P005176,"$72,000,000.00 ",$0.00 ,"$72,000,000.00 ","$59,100,000.00 ","$12,900,000.00 ",05/01/1961,05/01/1976
IBRD02280,South Africa,6,USD,P037479,"$11,600,000.00 ",$0.00 ,"$11,600,000.00 ","$7,616,523.81 ","$3,983,476.19 ",12/01/1961,06/01/1969
IBRD02290,Brazil,6,USD,P006226,"$11,600,000.00 ",$0.00 ,"$11,600,000.00 ","$11,300,000.00 ","$300,000.00 ",03/01/1963,09/01/1978
IBRD02300,Gabon,6,USD,P000776,"$35,000,000.00 ",$0.00 ,"$35,000,000.00 ","$6,478,100.00 ","$28,521,900.00 ",07/01/1963,07/01/1974
IBRD02310,Norway,6,USD,P037469,"$20,000,000.00 ",$0.00 ,"$20,000,000.00 ","$11,458,089.56 ","$8,541,910.44 ",03/15/1964,09/15/1984
IBRD02320,India,0,USD,P009607,"$10,000,000.00 ","$232,269.47 ","$9,767,730.53 ","$9,767,730.53 ",$0.00 ,10/01/1962,10/01/1969
IBRD02330,India,6,USD,P009608,"$50,000,000.00 ",$0.00 ,"$50,000,000.00 ","$46,038,000.00 ","$3,962,000.00 ",01/15/1963,07/15/1979
IBRD02340,Pakistan,6,USD,P010013,"$2,400,000.00 ","$2,750.64 ","$2,397,249.36 ","$2,067,249.36 ","$330,000.00 ",01/01/1962,07/01/1974
IBRD02350,Italy,6,USD,P037419,"$40,000,000.00 ",$0.00 ,"$40,000,000.00 ","$9,415,666.33 ","$30,584,333.67 ",02/15/1964,08/15/1979
IBRD02360,Pakistan,0,USD,P010014,"$10,000,000.00 ","$64,166.91 ","$9,935,833.09 ","$9,935,833.09 ",$0.00 ,10/01/1962,10/01/1969
IBRD02370,Austria,0,USD,P037356,"$9,000,000.00 ",$0.00 ,"$9,000,000.00 ","$6,972,000.00 ","$2,028,000.00 ",10/01/1960,10/01/1974
IBRD02380,Japan,6,USD,P037436,"$24,000,000.00 ",$0.00 ,"$24,000,000.00 ","$10,357,288.47 ","$13,642,711.53 ",01/15/1962,01/15/1975
IBRD02390,Japan,6,USD,P037437,"$20,000,000.00 ",$0.00 ,"$20,000,000.00 ","$8,192,348.74 ","$11,807,651.26 ",01/15/1962,01/15/1975
IBRD02400,"Iran, Islamic Republic of",0,USD,P005177,"$5,200,000.00 ","$155,856.53 ","$5,044,143.47 ","$5,044,143.47 ",$0.00 ,09/15/1964,09/15/1974
IBRD02410,Pakistan,6,USD,P010015,"$12,500,000.00 ","$729,128.92 ","$11,770,871.08 ","$7,772,290.97 ","$3,998,580.11 ",05/15/1963,05/15/1975
IBRD02420,Algeria,6,USD,P004873,"$50,000,000.00 ",$0.00 ,"$50,000,000.00 ","$25,000,000.00 ","$25,000,000.00 ",05/15/1961,11/15/1971
IBRD02430,"Egypt, Arab Republic of",6,USD,P004982,"$56,500,000.00 ",$0.00 ,"$56,500,000.00 ","$50,520,080.20 ","$5,979,919.80 ",03/15/1962,09/15/1974
IBRD02440,Chile,6,USD,P006584,"$32,500,000.00 ",$0.00 ,"$32,500,000.00 ","$31,882,000.00 ","$618,000.00 ",04/15/1963,04/15/1985
IBRD02450,Uruguay,6,USD,P008112,"$7,000,000.00 ",$0.00 ,"$7,000,000.00 ","$7,000,000.00 ",$0.00 ,12/01/1963,12/01/1971
IBRD02460,Colombia,6,USD,P006696,"$17,600,000.00 ",$0.00 ,"$17,600,000.00 ","$16,909,000.00 ","$691,000.00 ",05/15/1963,11/15/1984
IBRD02470,"Iran, Islamic Republic of",6.25,USD,P005178,"$42,000,000.00 ",$8.46 ,"$41,999,991.54 ","$40,075,141.88 ","$1,924,849.66 ",08/01/1964,02/01/1985
IBRD02480,Japan,6.25,USD,P037438,"$40,000,000.00 ",$0.00 ,"$40,000,000.00 ","$22,628,899.95 ","$17,371,100.05 ",04/15/1963,04/15/1983
IBRD02490,Mauritania,6.25,USD,P001813,"$66,000,000.00 ",$0.00 ,"$66,000,000.00 ","$2,645,791.50 ","$63,354,208.50 ",01/01/1966,07/01/1975
IBRD02500,"Congo, Democratic Republic of",6,USD,P003008,"$7,000,000.00 ","$6,647,272.54 ","$352,727.46 ","$352,727.46 ",$0.00 ,04/01/1964,04/01/1965
IBRD02511,"Congo, Democratic Republic of",6,USD,P003010,"$24,563,000.00 ","$20,827,219.10 ","$3,735,780.90 ","$35,780.90 ","$3,700,000.00 ",04/01/1963,04/01/1972
IBRD02512,"Congo, Democratic Republic of",6,USD,P003010,"$3,437,000.00 ",$0.00 ,"$3,437,000.00 ","$3,437,000.00 ",$0.00 ,04/01/1963,04/01/1972
IBRD02521,"Congo, Democratic Republic of",6,USD,P003009,"$3,265,023.54 ","$942,654.22 ","$2,322,369.32 ","$688,369.32 ","$1,634,000.00 ",04/01/1962,04/01/1970
IBRD02522,"Congo, Democratic Republic of",6,USD,P003009,"$1,734,976.46 ",$0.00 ,"$1,734,976.46 ","$1,734,976.46 ",$0.00 ,04/01/1962,04/01/1970
IBRD02530,Zimbabwe,6,USD,P003266,"$5,600,000.00 ",$0.00 ,"$5,600,000.00 ","$2,314,000.00 ","$3,286,000.00 ",12/01/1962,12/01/1969
IBRD02540,Costa Rica,6,USD,P006897,"$2,000,000.00 ","$4,821.55 ","$1,995,178.45 ","$1,785,178.45 ","$210,000.00 ",04/01/1963,04/01/1972
IBRD02550,Colombia,6,USD,P006697,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$23,991,000.00 ","$1,009,000.00 ",11/15/1963,05/15/1985
IBRD02560,Kenya,6,USD,P001218,"$5,600,000.00 ",$0.00 ,"$5,600,000.00 ","$1,294,560.51 ","$4,305,439.49 ",01/15/1964,07/15/1970
IBRD02570,Peru,6,USD,P007939,"$5,000,000.00 ",$0.00 ,"$5,000,000.00 ","$3,794,000.00 ","$1,206,000.00 ",02/01/1963,02/01/1968
IBRD02580,Sudan,6,USD,P002552,"$15,500,000.00 ",$0.00 ,"$15,500,000.00 ","$14,550,000.00 ","$950,000.00 ",06/01/1963,06/01/1980
IBRD02590,Nicaragua,6,USD,P007744,"$12,500,000.00 ",$0.00 ,"$12,500,000.00 ","$11,045,000.00 ","$1,455,000.00 ",10/01/1965,04/01/1985
IBRD02600,Peru,6,USD,P007940,"$24,000,000.00 ",$0.00 ,"$24,000,000.00 ","$23,255,000.00 ","$745,000.00 ",09/15/1965,09/15/1985
IBRD02610,Honduras,6,USD,P007334,"$8,800,000.00 ",$0.00 ,"$8,800,000.00 ","$8,347,000.00 ","$453,000.00 ",05/01/1964,05/01/1985
IBRD02620,India,5.75,USD,P009611,"$70,000,000.00 ",$0.00 ,"$70,000,000.00 ","$60,345,200.76 ","$9,654,799.24 ",01/15/1964,07/15/1980
IBRD02630,El Salvador,5.75,USD,P007141,"$3,840,000.00 ","$368,061.30 ","$3,471,938.70 ","$3,344,938.70 ","$127,000.00 ",10/15/1963,10/15/1985
IBRD02640,Panama,5.75,USD,P007794,"$7,200,000.00 ",$0.00 ,"$7,200,000.00 ","$6,518,000.00 ","$682,000.00 ",07/01/1964,07/01/1975
IBRD02650,Israel,5.75,USD,P037402,"$27,500,000.00 ","$87,521.41 ","$27,412,478.59 ","$24,470,687.09 ","$2,941,791.50 ",08/15/1965,08/15/1985
IBRD02660,Pakistan,0,USD,P010016,"$90,000,000.00 ",$0.00 ,"$90,000,000.00 ","$90,000,000.00 ",$0.00 ,10/01/1970,04/01/1990
IBRD02670,Colombia,5.75,USD,P006699,"$5,400,000.00 ",$0.00 ,"$5,400,000.00 ","$4,888,000.00 ","$512,000.00 ",05/01/1962,11/01/1975
IBRD02680,Mexico,5.75,USD,P007506,"$25,000,000.00 ","$125,894.25 ","$24,874,105.75 ","$23,481,278.55 ","$1,392,827.20 ",05/01/1965,11/01/1979
IBRD02690,India,0,USD,P009609,"$20,000,000.00 ","$688,892.43 ","$19,311,107.57 ","$19,311,107.57 ",$0.00 ,11/01/1963,11/01/1970
IBRD02700,Norway,5.75,USD,P037470,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$18,581,754.24 ","$6,418,245.76 ",11/15/1964,11/15/1985
IBRD02710,Peru,5.75,USD,P007941,"$5,500,000.00 ",$0.00 ,"$5,500,000.00 ","$4,474,000.00 ","$1,026,000.00 ",01/01/1965,01/01/1976
IBRD02720,Japan,5.75,USD,P037439,"$6,000,000.00 ",$0.00 ,"$6,000,000.00 ","$3,320,847.58 ","$2,679,152.42 ",11/15/1963,11/15/1975
IBRD02730,Japan,5.75,USD,P037440,"$7,000,000.00 ",$0.00 ,"$7,000,000.00 ","$4,016,000.00 ","$2,984,000.00 ",08/01/1963,08/01/1975
IBRD02740,Myanmar,5.75,USD,P003337,"$14,000,000.00 ","$165,106.71 ","$13,834,893.29 ","$11,289,893.29 ","$2,545,000.00 ",03/01/1964,03/01/1977
IBRD02750,Mexico,5.75,USD,P007505,"$15,000,000.00 ","$75,465.19 ","$14,924,534.81 ","$13,313,534.81 ","$1,611,000.00 ",07/01/1964,01/01/1981
IBRD02760,Costa Rica,5.75,USD,P006898,"$8,800,000.00 ",$2.12 ,"$8,799,997.88 ","$8,414,997.88 ","$385,000.00 ",05/01/1964,11/01/1985
IBRD02770,"Yugoslavia, former",5.75,USD,P009136,"$30,000,000.00 ","$209,452.52 ","$29,790,547.48 ","$29,004,547.48 ","$786,000.00 ",03/01/1965,03/01/1986
IBRD02780,Japan,5.75,USD,P037441,"$12,000,000.00 ",$0.00 ,"$12,000,000.00 ","$8,863,000.00 ","$3,137,000.00 ",09/01/1962,03/01/1981
IBRD02790,Uganda,5.75,USD,P002894,"$8,400,000.00 ",$0.00 ,"$8,400,000.00 ","$84,464.07 ","$8,315,535.93 ",06/01/1964,06/01/1981
IBRD02800,Thailand,5.75,USD,P004656,"$22,000,000.00 ","$7,502,573.09 ","$14,497,426.91 ","$12,542,946.91 ","$1,954,480.00 ",12/01/1964,06/01/1981
IBRD02810,Japan,5.75,USD,P037442,"$80,000,000.00 ",$0.00 ,"$80,000,000.00 ","$58,125,000.00 ","$21,875,000.00 ",11/15/1964,05/15/1981
IBRD02820,Colombia,5.75,USD,P006698,"$22,000,000.00 ","$1,878.15 ","$21,998,121.85 ","$21,698,121.85 ","$300,000.00 ",03/01/1966,09/01/1985
IBRD02830,Sri Lanka,5.75,USD,P010017,"$15,000,000.00 ","$893,634.98 ","$14,106,365.02 ","$11,918,464.30 ","$2,187,900.72 ",11/15/1964,05/15/1986
IBRD02840,Sudan,5.75,USD,P002553,"$19,500,000.00 ","$663,119.00 ","$18,836,881.00 ","$18,836,881.00 ",$0.00 ,07/15/1968,07/15/1986
IBRD02850,Guyana,5.75,USD,P007225,"$1,250,000.00 ","$330,983.00 ","$919,017.00 ","$251,617.00 ","$667,400.00 ",11/01/1963,11/01/1969
IBRD02860,Pakistan,0,USD,P010018,"$15,000,000.00 ","$382,830.23 ","$14,617,169.77 ","$14,617,169.77 ",$0.00 ,04/01/1964,10/01/1974
IBRD02870,Chile,5.75,USD,P006585,"$6,000,000.00 ","$47,906.47 ","$5,952,093.53 ","$5,502,093.53 ","$450,000.00 ",12/01/1964,06/01/1970
IBRD02880,Argentina,5.75,USD,P005921,"$48,500,000.00 ","$17,549,184.74 ","$30,950,815.26 ","$30,325,815.26 ","$625,000.00 ",07/15/1965,07/15/1977
IBRD02890,Israel,5.75,USD,P037403,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$22,481,000.00 ","$2,519,000.00 ",11/15/1966,11/15/1976
IBRD02900,Philippines,5.75,USD,P004409,"$8,500,000.00 ","$1,124,474.11 ","$7,375,525.89 ","$6,080,525.89 ","$1,295,000.00 ",09/15/1963,09/15/1978
IBRD02910,Finland,5.75,USD,P037372,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$17,429,455.87 ","$7,570,544.13 ",03/15/1965,09/15/1976
IBRD02920,India,5.75,USD,P009618,"$35,000,000.00 ","$6,211,812.54 ","$28,788,187.46 ","$26,417,187.46 ","$2,371,000.00 ",05/15/1966,11/15/1977
IBRD02930,Trinidad and Tobago,5.75,USD,P008077,"$23,500,000.00 ","$2,109,575.62 ","$21,390,424.38 ","$4,622,231.16 ","$16,768,193.22 ",01/15/1966,07/15/1981
IBRD02940,India,5.75,USD,P009621,"$21,000,000.00 ","$2,162,962.98 ","$18,837,037.02 ","$17,751,037.02 ","$1,086,000.00 ",05/15/1966,05/15/1986
IBRD02950,Colombia,5.75,USD,P006701,"$19,500,000.00 ",$0.00 ,"$19,500,000.00 ","$18,690,000.00 ","$810,000.00 ",09/15/1965,09/15/1976
IBRD02960,Costa Rica,5.75,USD,P006899,"$3,000,000.00 ","$118,925.73 ","$2,881,074.27 ","$2,567,074.27 ","$314,000.00 ",10/01/1964,10/01/1973
IBRD02970,Philippines,5.75,USD,P004408,"$34,000,000.00 ","$530,074.01 ","$33,469,925.99 ","$30,549,321.96 ","$2,920,604.03 ",06/01/1965,12/01/1986
IBRD02980,India,5.75,USD,P009622,"$50,000,000.00 ",$0.00 ,"$50,000,000.00 ","$43,207,000.00 ","$6,793,000.00 ",02/15/1965,08/15/1981
IBRD02990,Costa Rica,5.75,USD,P006900,"$5,500,000.00 ",$0.00 ,"$5,500,000.00 ","$5,350,000.00 ","$150,000.00 ",05/01/1965,11/01/1976
IBRD03000,Peru,5.75,USD,P007942,"$10,000,000.00 ",$0.00 ,"$10,000,000.00 ","$6,914,000.00 ","$3,086,000.00 ",02/15/1965,02/15/1971
IBRD03010,Ethiopia,0,USD,P000662,"$2,000,000.00 ",$0.00 ,"$2,000,000.00 ","$2,000,000.00 ",$0.00 ,03/01/1965,09/01/1971
IBRD03020,Japan,5.75,USD,P037443,"$40,000,000.00 ",$0.00 ,"$40,000,000.00 ","$28,885,942.22 ","$11,114,057.78 ",01/15/1965,01/15/1985
IBRD03030,Kenya,0,USD,P001219,"$8,400,000.00 ","$5,375,974.62 ","$3,024,025.38 ","$3,024,025.38 ",$0.00 ,09/15/1968,09/15/1981
